s_fpssm0,s_fpssm1,s_fpssm2,s_fpssm3,s_fpssm4,s_fpssm5,s_fpssm6,s_fpssm7,s_fpssm8,s_fpssm9,s_fpssm10,s_fpssm11,s_fpssm12,s_fpssm13,s_fpssm14,s_fpssm15,s_fpssm16,s_fpssm17,s_fpssm18,s_fpssm19,s_fpssm20,s_fpssm21,s_fpssm22,s_fpssm23,s_fpssm24,s_fpssm25,s_fpssm26,s_fpssm27,s_fpssm28,s_fpssm29,s_fpssm30,s_fpssm31,s_fpssm32,s_fpssm33,s_fpssm34,s_fpssm35,s_fpssm36,s_fpssm37,s_fpssm38,s_fpssm39,s_fpssm40,s_fpssm41,s_fpssm42,s_fpssm43,s_fpssm44,s_fpssm45,s_fpssm46,s_fpssm47,s_fpssm48,s_fpssm49,s_fpssm50,s_fpssm51,s_fpssm52,s_fpssm53,s_fpssm54,s_fpssm55,s_fpssm56,s_fpssm57,s_fpssm58,s_fpssm59,s_fpssm60,s_fpssm61,s_fpssm62,s_fpssm63,s_fpssm64,s_fpssm65,s_fpssm66,s_fpssm67,s_fpssm68,s_fpssm69,s_fpssm70,s_fpssm71,s_fpssm72,s_fpssm73,s_fpssm74,s_fpssm75,s_fpssm76,s_fpssm77,s_fpssm78,s_fpssm79,s_fpssm80,s_fpssm81,s_fpssm82,s_fpssm83,s_fpssm84,s_fpssm85,s_fpssm86,s_fpssm87,s_fpssm88,s_fpssm89,s_fpssm90,s_fpssm91,s_fpssm92,s_fpssm93,s_fpssm94,s_fpssm95,s_fpssm96,s_fpssm97,s_fpssm98,s_fpssm99,s_fpssm100,s_fpssm101,s_fpssm102,s_fpssm103,s_fpssm104,s_fpssm105,s_fpssm106,s_fpssm107,s_fpssm108,s_fpssm109,s_fpssm110,s_fpssm111,s_fpssm112,s_fpssm113,s_fpssm114,s_fpssm115,s_fpssm116,s_fpssm117,s_fpssm118,s_fpssm119,s_fpssm120,s_fpssm121,s_fpssm122,s_fpssm123,s_fpssm124,s_fpssm125,s_fpssm126,s_fpssm127,s_fpssm128,s_fpssm129,s_fpssm130,s_fpssm131,s_fpssm132,s_fpssm133,s_fpssm134,s_fpssm135,s_fpssm136,s_fpssm137,s_fpssm138,s_fpssm139,s_fpssm140,s_fpssm141,s_fpssm142,s_fpssm143,s_fpssm144,s_fpssm145,s_fpssm146,s_fpssm147,s_fpssm148,s_fpssm149,s_fpssm150,s_fpssm151,s_fpssm152,s_fpssm153,s_fpssm154,s_fpssm155,s_fpssm156,s_fpssm157,s_fpssm158,s_fpssm159,s_fpssm160,s_fpssm161,s_fpssm162,s_fpssm163,s_fpssm164,s_fpssm165,s_fpssm166,s_fpssm167,s_fpssm168,s_fpssm169,s_fpssm170,s_fpssm171,s_fpssm172,s_fpssm173,s_fpssm174,s_fpssm175,s_fpssm176,s_fpssm177,s_fpssm178,s_fpssm179,s_fpssm180,s_fpssm181,s_fpssm182,s_fpssm183,s_fpssm184,s_fpssm185,s_fpssm186,s_fpssm187,s_fpssm188,s_fpssm189,s_fpssm190,s_fpssm191,s_fpssm192,s_fpssm193,s_fpssm194,s_fpssm195,s_fpssm196,s_fpssm197,s_fpssm198,s_fpssm199,s_fpssm200,s_fpssm201,s_fpssm202,s_fpssm203,s_fpssm204,s_fpssm205,s_fpssm206,s_fpssm207,s_fpssm208,s_fpssm209,s_fpssm210,s_fpssm211,s_fpssm212,s_fpssm213,s_fpssm214,s_fpssm215,s_fpssm216,s_fpssm217,s_fpssm218,s_fpssm219,s_fpssm220,s_fpssm221,s_fpssm222,s_fpssm223,s_fpssm224,s_fpssm225,s_fpssm226,s_fpssm227,s_fpssm228,s_fpssm229,s_fpssm230,s_fpssm231,s_fpssm232,s_fpssm233,s_fpssm234,s_fpssm235,s_fpssm236,s_fpssm237,s_fpssm238,s_fpssm239,s_fpssm240,s_fpssm241,s_fpssm242,s_fpssm243,s_fpssm244,s_fpssm245,s_fpssm246,s_fpssm247,s_fpssm248,s_fpssm249,s_fpssm250,s_fpssm251,s_fpssm252,s_fpssm253,s_fpssm254,s_fpssm255,s_fpssm256,s_fpssm257,s_fpssm258,s_fpssm259,s_fpssm260,s_fpssm261,s_fpssm262,s_fpssm263,s_fpssm264,s_fpssm265,s_fpssm266,s_fpssm267,s_fpssm268,s_fpssm269,s_fpssm270,s_fpssm271,s_fpssm272,s_fpssm273,s_fpssm274,s_fpssm275,s_fpssm276,s_fpssm277,s_fpssm278,s_fpssm279,s_fpssm280,s_fpssm281,s_fpssm282,s_fpssm283,s_fpssm284,s_fpssm285,s_fpssm286,s_fpssm287,s_fpssm288,s_fpssm289,s_fpssm290,s_fpssm291,s_fpssm292,s_fpssm293,s_fpssm294,s_fpssm295,s_fpssm296,s_fpssm297,s_fpssm298,s_fpssm299,s_fpssm300,s_fpssm301,s_fpssm302,s_fpssm303,s_fpssm304,s_fpssm305,s_fpssm306,s_fpssm307,s_fpssm308,s_fpssm309,s_fpssm310,s_fpssm311,s_fpssm312,s_fpssm313,s_fpssm314,s_fpssm315,s_fpssm316,s_fpssm317,s_fpssm318,s_fpssm319,s_fpssm320,s_fpssm321,s_fpssm322,s_fpssm323,s_fpssm324,s_fpssm325,s_fpssm326,s_fpssm327,s_fpssm328,s_fpssm329,s_fpssm330,s_fpssm331,s_fpssm332,s_fpssm333,s_fpssm334,s_fpssm335,s_fpssm336,s_fpssm337,s_fpssm338,s_fpssm339,s_fpssm340,s_fpssm341,s_fpssm342,s_fpssm343,s_fpssm344,s_fpssm345,s_fpssm346,s_fpssm347,s_fpssm348,s_fpssm349,s_fpssm350,s_fpssm351,s_fpssm352,s_fpssm353,s_fpssm354,s_fpssm355,s_fpssm356,s_fpssm357,s_fpssm358,s_fpssm359,s_fpssm360,s_fpssm361,s_fpssm362,s_fpssm363,s_fpssm364,s_fpssm365,s_fpssm366,s_fpssm367,s_fpssm368,s_fpssm369,s_fpssm370,s_fpssm371,s_fpssm372,s_fpssm373,s_fpssm374,s_fpssm375,s_fpssm376,s_fpssm377,s_fpssm378,s_fpssm379,s_fpssm380,s_fpssm381,s_fpssm382,s_fpssm383,s_fpssm384,s_fpssm385,s_fpssm386,s_fpssm387,s_fpssm388,s_fpssm389,s_fpssm390,s_fpssm391,s_fpssm392,s_fpssm393,s_fpssm394,s_fpssm395,s_fpssm396,s_fpssm397,s_fpssm398,s_fpssm399
30,12,2,16,15,10,17,2,7,15,24,8,17,9,4,9,13,5,4,10,6,58,12,13,0,22,19,2,18,1,1,27,0,1,5,3,5,2,3,1,0,0,1,6,0,1,4,1,2,1,0,1,0,0,7,1,6,0,0,1,11,2,4,29,2,7,18,0,0,6,0,4,0,1,5,4,4,3,0,2,0,3,0,0,5,0,0,0,0,0,6,0,1,4,0,0,1,6,7,0,0,4,2,7,0,9,2,1,4,6,1,4,0,1,3,0,0,5,0,5,6,9,4,27,0,12,29,0,1,1,2,4,0,0,8,7,6,0,0,0,4,2,2,4,0,1,4,38,6,0,2,3,1,3,10,2,2,0,6,2,1,3,3,3,0,2,2,0,16,0,0,0,0,0,0,2,1,2,1,0,4,3,0,0,4,1,2,0,0,14,14,0,3,3,0,0,1,3,0,13,2,10,1,1,11,2,9,1,6,49,86,3,20,5,1,0,0,10,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,3,0,0,0,6,10,4,5,3,1,3,0,1,3,1,1,0,1,3,0,0,25,7,12,0,0,0,10,3,2,5,0,3,3,9,1,2,1,2,0,0,6,22,7,0,0,1,4,3,6,12,0,2,5,1,11,7,1,2,0,0,1,4,8,1,0,5,0,0,4,0,0,0,0,0,0,1,12,0,7,3,0,0,0,11,4,4,0,0,0,3,0,0,1,4,0,0,0,0,0,2,0,0,0,4,0,0,14,1,1,2,7,2,5,2,0,34,20,1,6,6,3,0,3,6,8,43
38,0,4,0,0,1,4,20,4,1,0,1,1,6,1,16,5,0,2,6,0,95,7,5,4,12,8,5,8,3,1,36,5,2,16,4,9,5,9,1,3,9,126,39,3,13,8,21,7,0,0,9,1,2,11,13,12,5,6,4,1,8,39,99,0,7,24,11,1,1,2,6,1,1,6,8,12,0,4,0,3,1,8,0,44,0,0,4,2,1,2,0,2,0,5,7,6,0,0,2,0,6,6,2,0,49,9,5,11,1,3,9,8,7,4,4,7,0,9,0,3,8,19,20,0,20,74,11,10,0,0,18,0,2,17,14,11,13,7,0,8,5,20,17,0,5,10,175,12,1,0,8,1,3,13,22,9,9,2,0,0,1,5,0,0,1,3,3,25,0,1,8,0,7,9,3,4,0,15,4,3,2,17,2,7,5,5,1,11,132,37,4,30,29,13,8,7,16,16,65,4,0,1,0,4,1,1,1,2,36,54,2,38,14,13,3,9,8,16,16,0,33,24,8,0,19,18,10,10,3,0,64,0,0,14,7,3,5,5,0,1,1,2,0,0,0,0,0,0,10,8,0,25,5,0,3,2,0,4,5,0,3,1,2,0,0,2,0,0,10,10,2,4,54,4,3,2,6,34,3,6,0,12,4,7,5,5,6,6,2,2,2,0,0,82,7,9,0,2,1,27,8,46,15,10,12,14,26,8,11,1,15,10,3,29,137,57,0,5,7,10,3,34,13,9,4,7,6,14,18,10,3,13,9,7,37,100,9,11,14,0,3,2,1,0,0,0,2,0,4,6,0,5,14,0,2,1,19,12,1,0,8,11,3,1,5,4,1,15,1,5,2,8,38,11,4,4,13,65,3,8,4,5,5,4,4,8,2,7,73,22,2,21,10,16,5,36,19,11,91
60,14,15,20,30,15,13,12,35,6,6,14,15,15,23,31,28,44,21,14,4,95,26,18,10,38,25,13,45,3,5,47,18,4,28,13,4,47,23,3,1,3,30,8,7,6,1,1,18,1,0,4,6,3,4,5,2,10,4,4,11,21,48,173,16,15,25,33,49,3,0,9,5,8,22,14,2,38,8,0,5,7,6,4,31,4,0,0,8,1,2,0,7,9,3,2,2,24,9,5,2,23,13,7,9,26,11,11,35,1,1,17,15,11,11,7,5,24,12,3,1,16,18,34,9,19,29,9,27,5,3,18,11,5,23,10,10,27,13,9,13,20,35,15,24,16,8,161,52,2,0,10,18,16,31,13,10,94,39,2,2,9,8,9,7,7,1,1,37,0,0,8,4,4,9,8,2,13,9,0,0,1,1,0,10,2,0,0,11,40,4,1,11,13,4,1,5,16,4,14,1,18,5,7,27,17,8,3,22,58,104,17,69,76,29,4,7,57,34,33,1,16,15,12,3,17,18,12,31,1,1,27,4,10,6,3,2,26,17,0,0,4,2,2,6,2,0,0,7,8,3,2,5,3,3,2,7,9,3,1,0,8,5,1,12,8,4,13,32,19,13,6,19,154,4,2,2,69,94,7,2,10,12,11,27,8,10,6,45,2,1,12,27,21,187,12,15,67,22,0,18,21,27,35,13,10,13,5,33,4,1,24,10,9,19,45,23,33,16,5,5,16,11,33,17,11,7,3,29,13,7,11,20,17,26,22,89,50,18,8,0,0,0,0,7,3,0,1,14,0,2,0,9,15,2,0,1,21,27,0,0,5,6,3,11,11,3,0,42,3,8,3,12,42,4,5,1,42,69,3,12,6,3,10,23,3,10,1,24,43,16,4,44,24,21,3,6,27,21,56
60,37,13,1,66,7,3,7,17,41,34,11,45,35,29,52,33,49,21,52,2,113,12,0,24,22,3,4,56,5,2,40,18,6,2,11,4,52,16,4,0,1,9,6,1,0,0,0,7,2,0,0,1,0,0,2,0,2,2,1,0,1,1,7,1,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,7,0,2,0,35,0,0,0,3,2,3,0,6,10,1,7,7,11,3,4,3,11,3,5,5,9,3,0,10,0,1,8,3,1,7,6,3,2,6,2,0,7,4,8,0,5,13,0,4,0,0,5,1,0,0,3,2,1,0,1,14,19,17,10,36,7,5,50,22,12,7,5,30,27,5,29,9,31,18,12,3,8,5,3,6,10,1,1,23,3,1,5,0,0,0,5,1,2,0,0,6,1,0,0,13,0,0,1,0,21,7,0,12,7,1,0,6,8,1,13,11,14,11,3,56,2,0,0,31,110,136,5,98,115,15,9,14,66,51,56,0,5,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,2,1,2,3,1,0,0,3,9,9,0,18,7,0,0,0,7,6,2,0,1,0,0,14,0,0,0,4,7,18,0,17,51,1,1,4,9,20,4,0,15,7,4,17,2,5,0,12,3,6,2,11,11,86,18,10,10,4,5,2,18,15,4,28,8,3,14,27,10,6,8,10,15,9,84,39,14,10,6,4,4,8,2,14,1,0,1,7,8,4,2,5,5,6,17,26,6,4,9,0,1,1,0,9,1,0,0,4,5,5,1,4,14,1,4,6,43,13,5,0,0,1,0,2,0,1,0,6,1,0,0,0,6,2,0,0,6,16,1,4,2,0,0,27,2,0,0,6,62,33,0,36,40,1,3,8,27,20,56
66,13,7,4,29,17,21,12,10,3,2,9,19,4,25,31,20,19,10,3,2,94,6,3,11,26,10,3,27,0,1,26,13,1,17,11,6,9,2,2,5,2,20,9,7,6,6,1,7,2,5,5,3,1,4,9,1,2,2,0,3,11,8,32,9,8,18,3,15,0,0,5,2,3,8,7,6,10,4,0,6,2,9,3,70,11,3,8,20,0,3,2,5,4,9,18,2,8,8,6,3,33,8,19,12,80,24,5,34,1,0,12,12,1,27,7,4,13,7,1,7,13,8,30,4,29,68,3,20,1,0,8,2,0,6,15,0,7,6,0,12,9,16,15,14,18,14,108,20,2,5,7,8,4,24,15,6,20,3,2,0,8,4,2,6,7,5,0,44,0,0,2,2,2,7,2,0,1,7,0,5,0,1,1,13,1,1,2,1,41,25,0,21,6,2,0,3,4,1,18,5,2,1,6,23,8,11,0,7,56,143,1,79,31,28,3,4,10,8,35,5,26,7,1,6,12,8,0,13,0,3,37,7,2,2,4,4,6,3,0,0,1,0,0,5,1,0,0,4,20,23,0,32,8,0,1,4,3,3,8,1,3,1,0,14,2,1,2,6,3,3,1,6,21,9,6,5,12,15,2,2,18,4,10,19,11,3,10,23,3,4,6,9,3,144,16,4,18,6,1,11,8,15,11,25,10,15,5,17,0,5,6,17,10,18,64,13,15,5,2,10,9,13,5,21,6,6,3,6,16,7,8,23,3,7,20,35,6,1,14,1,11,1,7,11,3,6,0,10,0,0,1,1,5,9,3,1,33,8,0,1,3,4,1,16,13,2,0,22,0,4,5,5,9,2,8,3,8,46,5,10,2,2,3,15,4,7,3,12,26,21,0,31,3,7,6,11,9,2,30
67,6,2,5,33,18,10,12,21,6,8,2,24,8,24,46,20,23,13,6,2,107,10,3,19,44,7,0,42,1,4,43,15,4,14,15,1,18,7,0,0,2,21,7,7,4,3,1,14,1,1,4,10,4,5,9,0,11,3,0,3,10,24,64,16,15,19,3,34,1,0,12,9,2,22,10,9,14,4,1,3,0,0,0,25,2,1,1,11,4,4,0,10,3,0,3,2,3,3,4,2,19,6,4,11,57,13,0,25,0,0,8,10,2,18,14,4,9,4,1,3,11,16,35,15,26,72,0,40,0,0,9,13,5,8,9,3,20,8,1,16,4,26,4,41,22,0,142,57,0,0,3,32,13,29,58,9,47,20,2,0,6,4,3,3,10,5,3,39,1,0,4,2,6,8,3,0,11,10,1,1,0,3,4,10,3,3,0,7,41,20,0,24,11,4,4,3,10,3,25,1,2,2,0,23,10,0,0,22,55,132,1,77,56,9,11,6,30,17,15,0,56,15,4,8,31,7,4,24,0,0,69,11,2,8,5,2,9,6,0,0,3,0,0,10,7,1,0,2,11,17,0,38,6,5,5,4,4,1,5,0,2,1,0,8,3,0,0,7,6,18,1,12,44,1,2,0,9,23,6,8,2,17,9,21,24,4,10,62,0,0,4,22,3,273,88,14,9,11,1,21,17,22,5,24,31,10,3,29,1,1,6,13,4,38,104,26,13,12,0,6,4,8,4,6,9,7,0,10,4,1,4,14,6,10,15,20,10,5,9,1,0,0,0,2,0,0,0,0,0,0,0,0,8,6,4,1,0,5,0,2,2,0,0,3,4,0,0,15,3,6,0,4,15,1,2,0,15,22,1,9,3,2,0,19,5,2,0,17,30,9,3,27,6,12,11,8,12,11,44
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30,12,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,36,0,18,0,0,0,0,0,0,9,0,2,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,0,12
69,3,5,0,32,5,2,13,10,15,10,1,17,14,6,29,26,14,4,17,0,62,6,1,9,14,1,0,23,0,0,28,3,2,5,5,1,0,5,3,0,5,36,9,10,3,4,1,15,0,0,2,2,2,2,10,11,7,8,0,0,9,21,27,11,7,11,8,7,0,0,4,2,5,7,12,4,2,2,0,8,7,4,0,40,0,1,0,2,14,7,0,10,10,2,12,12,2,4,17,0,23,12,3,7,27,5,0,23,2,3,9,5,2,5,11,6,12,10,3,1,10,3,10,8,8,17,0,6,0,0,6,4,2,6,7,6,7,5,0,13,3,6,4,17,1,1,41,9,6,4,0,5,2,9,18,6,11,1,5,0,14,6,1,1,9,2,0,27,0,0,7,1,0,0,6,5,1,1,0,7,7,3,1,29,1,3,0,4,90,29,4,30,20,7,3,10,11,16,55,3,13,3,3,27,3,2,1,8,68,111,12,66,63,7,9,11,12,18,44,1,20,7,1,4,5,3,0,4,2,0,20,6,2,10,6,10,16,3,0,2,3,1,0,10,0,0,0,2,31,14,0,33,11,0,1,1,1,2,20,3,1,0,0,17,0,0,0,4,26,34,0,17,81,2,0,1,35,42,20,6,13,2,4,1,1,0,5,6,3,0,2,0,1,59,19,5,5,1,1,13,10,15,7,25,2,8,8,16,2,0,3,12,13,8,62,18,24,7,2,5,14,9,5,22,5,3,2,6,16,9,4,10,14,6,30,54,5,7,14,0,5,0,0,4,2,0,0,6,2,0,2,2,8,2,0,3,7,7,0,0,2,0,1,13,1,1,0,12,7,10,0,8,43,0,0,0,35,32,4,7,7,3,2,19,4,1,0,5,74,38,4,30,26,2,7,13,26,9,78
117,29,21,19,59,53,33,14,38,32,21,34,28,30,25,91,40,39,25,22,4,298,44,8,8,111,34,2,46,2,1,156,13,11,19,34,12,21,6,3,0,15,115,37,7,20,12,14,34,2,2,16,8,8,9,29,14,5,7,2,0,14,57,191,3,40,85,3,42,2,1,30,3,1,14,24,14,7,1,0,5,3,2,1,56,4,1,0,11,8,6,1,11,25,8,17,15,12,7,9,3,38,13,13,4,118,28,2,44,2,1,33,7,0,13,21,11,4,1,0,1,31,37,72,5,76,167,6,41,4,2,35,8,1,21,28,5,14,9,4,22,24,74,42,22,44,27,210,42,0,0,29,19,10,29,68,18,35,9,2,0,20,25,15,4,22,6,1,111,2,6,20,4,11,17,11,5,10,30,2,3,4,1,0,22,6,2,1,5,195,97,3,67,50,2,3,7,35,15,98,11,16,11,14,37,26,12,7,41,170,302,11,162,116,36,27,10,53,34,79,0,64,13,6,11,37,12,2,25,5,1,92,16,7,15,12,5,7,17,2,0,2,1,2,9,8,6,1,4,23,30,1,53,16,3,3,7,16,7,8,1,7,0,5,16,3,2,1,22,36,47,3,47,150,6,4,4,26,80,12,14,28,22,24,19,43,22,1,63,10,6,26,16,14,348,72,13,37,9,4,22,61,68,26,30,63,23,12,71,2,0,32,19,13,50,248,75,22,24,2,16,20,28,15,19,27,17,7,30,14,7,17,19,13,27,74,119,20,13,13,0,4,1,0,12,4,1,0,8,2,1,3,4,16,4,2,2,31,17,0,0,3,11,5,7,2,3,0,31,8,5,4,8,79,0,1,5,44,89,1,5,13,3,6,27,12,2,0,13,148,60,10,64,48,12,12,14,35,24,149
54,8,5,5,45,5,7,3,19,25,16,3,29,20,16,31,22,40,10,30,0,111,11,3,17,27,2,0,40,1,1,50,16,3,5,8,0,24,8,0,1,5,30,7,1,3,3,0,18,0,0,5,0,9,0,11,14,1,5,0,0,7,6,12,7,2,2,0,6,0,0,7,0,0,1,6,1,4,1,0,1,0,2,0,28,0,0,5,7,14,6,0,7,9,1,3,3,10,3,9,0,9,10,5,10,19,12,0,20,0,0,5,9,4,1,6,3,19,4,0,2,21,17,9,20,14,22,0,31,2,0,15,12,1,4,11,6,18,5,3,15,6,15,4,28,2,1,53,22,6,2,3,14,12,7,21,5,29,13,6,0,5,0,0,6,1,1,0,8,0,0,1,0,0,0,2,1,0,7,0,2,0,0,0,5,0,1,2,1,53,27,0,21,12,2,1,4,8,4,34,9,10,5,1,40,4,5,3,12,106,132,5,68,70,5,4,14,25,11,72,1,41,8,3,25,16,1,1,40,2,1,27,17,10,7,7,1,33,14,1,0,0,3,0,8,0,0,0,4,16,18,2,21,14,0,2,3,8,6,8,3,1,0,0,6,1,0,4,2,29,25,1,8,39,0,0,0,15,23,17,4,8,11,2,29,5,3,1,29,0,1,5,16,6,59,9,7,32,9,1,21,8,20,2,37,7,2,2,32,7,0,5,18,4,8,82,21,37,8,8,28,17,10,4,34,6,2,2,13,25,21,7,21,21,7,24,65,25,10,26,1,5,0,0,14,0,0,1,10,3,1,1,3,19,0,5,1,42,24,1,2,0,8,1,5,2,1,1,12,3,2,0,5,34,0,3,3,28,39,6,3,4,3,1,28,1,1,0,9,47,19,0,17,10,8,7,13,12,4,44
55,15,2,1,29,4,1,8,3,40,25,6,20,25,6,31,21,5,13,43,0,56,3,1,6,12,0,1,13,1,2,26,8,5,3,7,14,0,2,5,1,0,7,5,0,0,0,0,1,2,1,1,2,1,0,4,3,4,1,2,0,8,22,24,6,6,21,2,4,0,2,6,0,6,8,17,5,5,7,0,13,0,0,0,22,1,0,4,1,6,7,1,5,13,0,10,4,1,10,5,1,13,3,1,1,13,3,0,7,2,0,7,0,2,0,4,3,5,2,1,0,12,19,10,4,8,22,7,8,0,0,3,1,0,1,12,5,5,0,0,11,13,10,3,29,3,1,26,3,17,10,7,9,26,7,15,5,12,9,20,0,33,4,0,3,10,1,2,27,3,3,21,4,2,3,2,2,15,10,3,5,0,1,0,14,0,0,0,5,45,21,0,6,22,2,5,3,2,7,33,20,13,1,0,55,1,0,0,10,116,126,11,84,92,20,9,12,33,48,98,1,25,7,3,11,6,3,4,10,6,0,20,2,4,7,9,5,12,7,9,4,4,5,0,8,2,1,0,1,13,9,1,22,10,2,3,5,3,4,11,1,0,1,0,21,0,0,1,1,20,23,0,15,49,0,5,5,14,21,15,1,8,2,5,4,2,3,0,6,1,5,2,4,4,48,13,13,8,3,0,18,23,43,4,22,11,2,18,30,9,7,12,10,22,15,73,40,4,7,6,5,5,14,3,25,0,1,3,7,17,6,0,14,7,3,21,41,6,4,13,0,5,3,1,10,1,0,0,4,4,2,2,1,11,0,2,2,19,13,3,2,3,6,1,1,0,0,0,10,8,5,2,3,23,1,2,1,14,29,7,8,6,1,4,16,2,0,0,3,78,37,4,35,27,6,6,11,14,15,61
112,11,6,6,21,10,19,24,6,16,12,14,18,6,7,20,3,5,8,26,6,72,5,13,0,22,24,1,23,1,2,33,3,1,11,3,9,8,9,0,9,13,38,9,3,8,3,27,20,3,0,10,0,2,1,11,3,3,3,10,5,7,14,51,0,4,20,11,7,0,0,7,0,0,4,2,2,0,4,0,13,7,9,1,45,0,3,7,5,7,9,4,12,8,7,3,7,6,4,10,9,28,8,19,0,41,22,1,15,6,3,15,9,2,9,4,2,1,4,7,19,32,10,66,5,31,111,7,7,3,2,28,1,1,13,6,2,1,2,3,43,5,14,17,11,3,4,165,7,4,2,1,7,0,13,23,7,5,3,3,8,11,16,13,6,10,17,0,35,4,1,7,6,13,0,4,7,20,30,12,17,6,0,1,5,3,3,1,4,89,37,5,25,19,8,1,3,12,9,61,16,10,0,3,3,8,6,5,5,72,133,12,78,49,13,2,16,23,11,41,5,58,7,27,3,19,43,5,11,1,4,50,4,3,12,4,0,3,1,1,4,7,3,0,3,3,4,7,7,25,45,3,51,25,9,1,1,1,5,17,3,13,2,0,14,2,4,7,23,22,33,2,29,101,1,0,7,24,60,13,8,4,2,15,2,1,18,3,13,3,3,3,5,2,109,9,3,0,4,0,26,15,24,8,15,9,10,23,14,1,5,11,3,0,6,56,39,15,1,6,21,17,9,5,23,7,6,3,18,6,1,8,4,2,15,35,63,10,6,20,1,3,0,0,1,0,0,0,6,1,1,0,0,13,2,0,1,15,13,0,8,6,0,0,4,1,0,5,5,1,7,1,2,22,6,2,2,13,33,0,30,13,6,1,23,5,3,11,10,69,39,6,36,6,4,7,13,11,6,98
59,1,5,7,11,4,5,9,5,4,3,1,4,1,33,33,22,9,0,30,0,67,6,1,6,17,4,3,20,0,1,14,1,0,7,10,8,4,1,1,8,6,122,39,10,21,21,25,40,6,3,10,5,4,14,40,23,14,14,4,1,0,23,42,7,3,17,9,24,0,0,0,3,1,9,10,2,7,3,0,1,1,0,0,5,2,0,0,1,1,1,0,0,0,4,1,0,3,3,0,0,26,12,3,9,76,16,8,20,0,5,21,8,3,20,22,16,25,6,4,0,8,18,17,2,20,59,2,17,3,0,4,3,1,12,22,14,10,4,10,3,10,16,13,1,3,12,106,5,0,0,5,0,2,15,13,7,8,4,3,0,5,2,2,11,9,2,0,35,4,2,0,3,2,8,3,4,3,11,2,11,4,3,0,1,1,1,2,8,84,12,9,6,22,6,0,10,9,10,59,4,7,1,0,13,5,1,5,16,42,134,0,20,34,39,8,16,13,12,46,1,22,23,8,2,20,5,10,14,0,1,38,5,1,6,11,9,8,1,1,0,1,2,0,0,4,2,0,3,3,1,0,5,0,0,4,4,1,2,5,1,6,2,0,9,2,2,0,4,3,13,5,7,37,11,5,8,19,13,8,6,4,11,6,18,8,12,4,24,2,0,0,7,2,161,35,15,19,7,10,10,8,30,5,7,12,9,19,21,6,3,0,4,9,51,150,51,16,8,7,16,15,23,9,22,28,4,15,21,19,4,6,3,3,24,70,166,11,5,27,0,1,0,0,3,4,1,2,1,0,1,0,3,4,0,1,5,1,7,0,0,0,1,0,6,2,3,0,18,12,1,0,3,25,1,4,2,11,58,11,26,3,2,0,14,6,2,13,11,48,21,1,13,6,16,9,8,21,6,114
